Farmer_ID,State,Crop,Irrigation_Type,Farmer_Scale,Crop_Damage_Pct,Advisory_Score,Insurance_Approval
F_1699,Chhattisgarh,Wheat,Rain-fed,Small/Marginal,30.6,1.18,0
F_1700,Gujarat,Sugarcane,Rain-fed,Small/Marginal,6.37,49.49,0
F_1701,Chhattisgarh,Gram,Rain-fed,Small/Marginal,17.71,27.25,0
F_1702,Uttar Pradesh,Millet,Rain-fed,Small/Marginal,0.51,74.41,0
F_1703,Rajasthan,Tur,Irrigated,Small/Marginal,44.54,66.22,1
F_1704,Rajasthan,Groundnut,Rain-fed,Small/Marginal,8.43,88.5,0
F_1705,Jharkhand,Jute,Rain-fed,Small/Marginal,68.27,16.69,0
F_1706,Andhra Pradesh,Gram,Irrigated,Large,23.56,78.55,0
F_1707,Haryana,Millet,Rain-fed,Small/Marginal,94.36,65.7,0
F_1708,Odisha,Wheat,Rain-fed,Small/Marginal,87.13,29.92,0
F_1709,Punjab,Millet,Irrigated,Small/Marginal,28.94,56.6,1
F_1710,Odisha,Gram,Irrigated,Large,78.32,49.77,1
F_1711,Uttar Pradesh,Soybean,Irrigated,Small/Marginal,80.32,65.37,1
F_1712,Gujarat,Mustard,Rain-fed,Large,98.66,100.0,1
F_1713,Bihar,Maize,Rain-fed,Large,59.78,31.5,0
F_1714,Odisha,Sugarcane,Rain-fed,Small/Marginal,8.2,31.86,0
F_1715,Bihar,Moong,Rain-fed,Large,64.68,51.48,0
F_1716,Tamil Nadu,Wheat,Irrigated,Small/Marginal,62.5,63.35,0
F_1717,Maharashtra,Gram,Rain-fed,Small/Marginal,63.84,73.31,0
F_1718,Assam,Mustard,Irrigated,Large,30.71,89.44,0
F_1719,Assam,Mustard,Irrigated,Small/Marginal,85.97,38.0,0
F_1720,Jharkhand,Tur,Rain-fed,Small/Marginal,95.95,33.96,1
F_1721,Chhattisgarh,Millet,Rain-fed,Small/Marginal,21.77,48.33,0
F_1722,Assam,Maize,Irrigated,Small/Marginal,8.82,53.62,0
F_1723,Tamil Nadu,Mustard,Rain-fed,Large,19.45,74.52,0
F_1724,Haryana,Maize,Irrigated,Small/Marginal,82.06,100.0,1
F_1725,Bihar,Millet,Rain-fed,Small/Marginal,67.66,54.51,0
F_1726,Bihar,Gram,Rain-fed,Small/Marginal,63.6,14.43,1
F_1727,Tamil Nadu,Jute,Rain-fed,Small/Marginal,40.18,64.68,0
F_1728,Bihar,Soybean,Irrigated,Large,57.78,45.55,1
F_1729,Bihar,Mustard,Rain-fed,Small/Marginal,30.79,20.43,0
F_1730,Odisha,Rice,Irrigated,Large,47.72,56.92,0
F_1731,Jharkhand,Soybean,Rain-fed,Small/Marginal,79.31,50.35,0
F_1732,Karnataka,Millet,Irrigated,Small/Marginal,98.12,86.37,1
F_1733,Assam,Tur,Irrigated,Small/Marginal,93.25,40.64,1
F_1734,Chhattisgarh,Sugarcane,Rain-fed,Small/Marginal,93.39,18.18,0
F_1735,Gujarat,Rice,Rain-fed,Small/Marginal,40.22,43.93,0
F_1736,Andhra Pradesh,Wheat,Irrigated,Small/Marginal,46.88,48.25,0
F_1737,Uttar Pradesh,Moong,Rain-fed,Small/Marginal,70.56,50.27,0
F_1738,Tamil Nadu,Tur,Irrigated,Large,92.22,100.0,1
F_1739,West Bengal,Soybean,Rain-fed,Small/Marginal,14.2,42.98,0
F_1740,Karnataka,Millet,Irrigated,Small/Marginal,30.42,83.99,1
F_1741,Rajasthan,Soybean,Irrigated,Small/Marginal,13.92,73.3,0
F_1742,Uttar Pradesh,Moong,Irrigated,Small/Marginal,61.2,71.17,0
F_1743,Gujarat,Mustard,Rain-fed,Small/Marginal,30.63,47.74,0
F_1744,Chhattisgarh,Tur,Rain-fed,Large,32.61,71.94,0
F_1745,Maharashtra,Gram,Rain-fed,Large,7.09,82.35,0
F_1746,Rajasthan,Rice,Rain-fed,Small/Marginal,34.98,54.55,0
F_1747,Haryana,Barley,Rain-fed,Small/Marginal,86.25,52.36,0
F_1748,Jharkhand,Groundnut,Rain-fed,Small/Marginal,23.31,17.06,0
F_1749,Rajasthan,Soybean,Irrigated,Small/Marginal,69.52,78.39,1
F_1750,Maharashtra,Moong,Rain-fed,Small/Marginal,62.96,61.13,1
F_1751,Chhattisgarh,Wheat,Rain-fed,Small/Marginal,86.35,21.71,1
F_1752,Tamil Nadu,Wheat,Irrigated,Small/Marginal,13.23,76.7,1
F_1753,Andhra Pradesh,Cotton,Rain-fed,Small/Marginal,97.76,64.98,1
F_1754,Odisha,Tur,Rain-fed,Large,58.26,46.29,0
F_1755,West Bengal,Soybean,Irrigated,Small/Marginal,99.55,75.08,1
F_1756,Madhya Pradesh,Groundnut,Irrigated,Small/Marginal,91.15,63.69,0
F_1757,Tamil Nadu,Jute,Rain-fed,Small/Marginal,22.15,48.65,0
F_1758,Gujarat,Moong,Rain-fed,Small/Marginal,5.62,57.19,0
F_1759,Assam,Mustard,Irrigated,Large,25.56,60.27,0
F_1760,Tamil Nadu,Maize,Rain-fed,Large,52.76,80.64,0
F_1761,Andhra Pradesh,Gram,Rain-fed,Large,17.16,86.82,0
F_1762,Bihar,Groundnut,Rain-fed,Small/Marginal,16.75,8.07,0
F_1763,Odisha,Maize,Rain-fed,Small/Marginal,46.26,40.3,0
F_1764,Jharkhand,Tur,Rain-fed,Small/Marginal,3.33,48.74,0
F_1765,Tamil Nadu,Maize,Rain-fed,Large,12.19,86.32,0
F_1766,Madhya Pradesh,Barley,Irrigated,Small/Marginal,41.59,82.0,0
F_1767,Bihar,Cotton,Irrigated,Large,6.31,44.51,0
F_1768,Odisha,Groundnut,Rain-fed,Large,39.68,87.45,0
F_1769,Rajasthan,Tur,Irrigated,Small/Marginal,47.4,87.17,0
F_1770,Chhattisgarh,Groundnut,Irrigated,Small/Marginal,45.13,47.91,0
F_1771,Uttar Pradesh,Barley,Rain-fed,Small/Marginal,86.92,71.39,1
F_1772,Gujarat,Soybean,Rain-fed,Large,53.01,63.42,1
F_1773,Madhya Pradesh,Soybean,Irrigated,Small/Marginal,46.8,83.0,1
F_1774,Rajasthan,Soybean,Rain-fed,Large,41.07,74.45,0
F_1775,Madhya Pradesh,Sugarcane,Irrigated,Small/Marginal,81.76,65.08,1
F_1776,Maharashtra,Maize,Rain-fed,Small/Marginal,89.51,33.34,1
F_1777,Bihar,Sugarcane,Irrigated,Large,85.32,90.55,1
F_1778,Punjab,Cotton,Rain-fed,Small/Marginal,67.35,58.78,0
F_1779,Gujarat,Gram,Rain-fed,Small/Marginal,13.74,73.92,0
F_1780,Rajasthan,Barley,Irrigated,Small/Marginal,27.69,72.35,1
F_1781,Tamil Nadu,Tur,Rain-fed,Small/Marginal,4.61,48.71,0
F_1782,Gujarat,Groundnut,Rain-fed,Large,93.08,80.8,0
F_1783,Bihar,Mustard,Rain-fed,Small/Marginal,66.08,19.96,0
F_1784,Assam,Tur,Rain-fed,Large,74.64,63.04,0
F_1785,Chhattisgarh,Maize,Rain-fed,Large,31.16,63.29,0
F_1786,Jharkhand,Sugarcane,Irrigated,Small/Marginal,84.57,32.6,1
F_1787,Maharashtra,Sugarcane,Rain-fed,Small/Marginal,25.96,66.55,0
F_1788,Jharkhand,Millet,Irrigated,Small/Marginal,0.16,56.43,0
F_1789,Gujarat,Sugarcane,Irrigated,Small/Marginal,37.64,63.2,0
F_1790,Assam,Gram,Irrigated,Large,57.08,67.28,1
F_1791,Odisha,Jute,Rain-fed,Small/Marginal,47.87,38.67,0
F_1792,Odisha,Groundnut,Irrigated,Small/Marginal,86.21,26.75,1
F_1793,Jharkhand,Jute,Rain-fed,Small/Marginal,10.54,44.73,0
F_1794,Tamil Nadu,Groundnut,Irrigated,Small/Marginal,55.38,84.47,1
F_1795,Gujarat,Barley,Irrigated,Small/Marginal,51.3,82.94,1
F_1796,Odisha,Groundnut,Irrigated,Large,28.14,62.56,0
F_1797,Assam,Jute,Rain-fed,Small/Marginal,82.22,43.21,0
F_1798,Bihar,Tur,Irrigated,Small/Marginal,75.28,41.78,1
F_1799,Punjab,Groundnut,Rain-fed,Small/Marginal,73.29,71.78,1
F_1800,Karnataka,Barley,Irrigated,Small/Marginal,87.62,56.74,1
F_1801,Bihar,Barley,Irrigated,Small/Marginal,72.28,48.46,0
F_1802,Chhattisgarh,Cotton,Rain-fed,Small/Marginal,23.18,10.81,0
F_1803,Haryana,Groundnut,Irrigated,Small/Marginal,70.56,60.91,0
F_1804,Haryana,Mustard,Rain-fed,Small/Marginal,30.77,44.44,0
F_1805,Odisha,Millet,Rain-fed,Small/Marginal,24.22,20.61,0
F_1806,Bihar,Soybean,Rain-fed,Small/Marginal,7.3,17.48,0
F_1807,Assam,Wheat,Rain-fed,Large,74.4,48.03,1
F_1808,Odisha,Barley,Irrigated,Large,71.1,57.05,1
F_1809,Jharkhand,Rice,Rain-fed,Small/Marginal,23.45,48.42,0
F_1810,Odisha,Soybean,Rain-fed,Large,74.94,35.01,1
F_1811,Odisha,Gram,Irrigated,Large,91.78,68.64,1
F_1812,Bihar,Maize,Irrigated,Small/Marginal,10.8,46.0,0
F_1813,Chhattisgarh,Groundnut,Irrigated,Small/Marginal,23.26,33.07,0
F_1814,Chhattisgarh,Jute,Irrigated,Large,75.03,69.08,1
F_1815,Jharkhand,Wheat,Irrigated,Small/Marginal,27.45,63.44,0
F_1816,Gujarat,Rice,Rain-fed,Small/Marginal,62.47,73.89,1
F_1817,Chhattisgarh,Soybean,Rain-fed,Large,8.12,53.71,0
F_1818,Tamil Nadu,Groundnut,Irrigated,Small/Marginal,45.22,72.06,0
F_1819,Jharkhand,Cotton,Rain-fed,Small/Marginal,73.91,51.13,0
F_1820,Bihar,Maize,Irrigated,Large,68.65,75.28,0
F_1821,Gujarat,Wheat,Rain-fed,Small/Marginal,81.51,69.7,0
F_1822,Odisha,Millet,Rain-fed,Small/Marginal,87.75,10.0,1
F_1823,Maharashtra,Cotton,Rain-fed,Small/Marginal,77.32,42.27,0
F_1824,West Bengal,Rice,Irrigated,Small/Marginal,67.16,51.47,0
F_1825,Assam,Gram,Rain-fed,Large,3.17,77.85,0
F_1826,Uttar Pradesh,Wheat,Irrigated,Small/Marginal,53.5,56.06,0
F_1827,Uttar Pradesh,Cotton,Rain-fed,Small/Marginal,3.77,56.08,0
F_1828,Assam,Maize,Rain-fed,Small/Marginal,80.81,34.43,1
F_1829,Gujarat,Millet,Irrigated,Small/Marginal,32.07,65.85,0
F_1830,Punjab,Cotton,Irrigated,Small/Marginal,56.24,52.5,1
F_1831,Assam,Sugarcane,Rain-fed,Large,27.94,78.21,0
F_1832,Jharkhand,Millet,Irrigated,Small/Marginal,78.25,50.76,1
F_1833,Gujarat,Rice,Rain-fed,Small/Marginal,88.65,68.52,1
F_1834,Odisha,Gram,Rain-fed,Small/Marginal,39.86,28.82,0
F_1835,Punjab,Maize,Rain-fed,Large,86.29,70.32,1
F_1836,Chhattisgarh,Mustard,Irrigated,Large,26.71,90.61,0
F_1837,Bihar,Groundnut,Irrigated,Large,53.47,60.6,1
F_1838,Jharkhand,Jute,Rain-fed,Large,85.88,52.57,1
F_1839,Jharkhand,Moong,Irrigated,Large,32.59,70.18,0
F_1840,Jharkhand,Tur,Rain-fed,Small/Marginal,95.4,19.99,1
F_1841,Madhya Pradesh,Tur,Rain-fed,Small/Marginal,12.19,66.32,0
F_1842,Assam,Jute,Rain-fed,Small/Marginal,1.83,44.99,0
F_1843,Uttar Pradesh,Moong,Rain-fed,Large,90.41,78.77,1
F_1844,Rajasthan,Jute,Rain-fed,Large,6.86,66.8,0
F_1845,West Bengal,Wheat,Rain-fed,Small/Marginal,99.19,33.11,1
F_1846,Rajasthan,Rice,Irrigated,Large,95.14,91.74,1
F_1847,Odisha,Maize,Rain-fed,Small/Marginal,13.7,45.46,0
F_1848,Chhattisgarh,Millet,Rain-fed,Small/Marginal,53.76,25.93,0
F_1849,Chhattisgarh,Wheat,Rain-fed,Small/Marginal,18.49,46.65,0
F_1850,Maharashtra,Rice,Rain-fed,Small/Marginal,42.82,83.01,1
F_1851,Maharashtra,Groundnut,Rain-fed,Small/Marginal,6.14,70.13,0
F_1852,Bihar,Sugarcane,Irrigated,Small/Marginal,22.39,38.97,0
F_1853,Chhattisgarh,Tur,Rain-fed,Small/Marginal,36.33,13.42,0
F_1854,Uttar Pradesh,Maize,Irrigated,Small/Marginal,43.86,71.56,1
F_1855,Karnataka,Jute,Irrigated,Large,97.75,100.0,1
F_1856,Chhattisgarh,Cotton,Rain-fed,Large,80.79,50.24,0
F_1857,Bihar,Mustard,Irrigated,Large,73.74,39.75,1
F_1858,Gujarat,Maize,Rain-fed,Small/Marginal,53.7,47.41,1
F_1859,Chhattisgarh,Barley,Irrigated,Small/Marginal,84.0,62.65,0
F_1860,Tamil Nadu,Gram,Rain-fed,Small/Marginal,33.93,74.93,0
F_1861,Rajasthan,Moong,Rain-fed,Small/Marginal,70.89,39.45,1
F_1862,Rajasthan,Rice,Rain-fed,Small/Marginal,99.38,39.22,0
F_1863,Uttar Pradesh,Soybean,Rain-fed,Small/Marginal,31.46,21.04,0
F_1864,Madhya Pradesh,Groundnut,Rain-fed,Small/Marginal,67.4,65.86,0
F_1865,Bihar,Sugarcane,Rain-fed,Small/Marginal,84.43,12.25,0
F_1866,Odisha,Groundnut,Rain-fed,Small/Marginal,91.58,16.16,0
F_1867,Chhattisgarh,Maize,Irrigated,Small/Marginal,71.79,68.31,0
F_1868,Haryana,Tur,Irrigated,Small/Marginal,28.36,74.49,0
F_1869,Tamil Nadu,Moong,Rain-fed,Small/Marginal,32.63,44.82,0
F_1870,Jharkhand,Soybean,Rain-fed,Small/Marginal,2.08,35.46,0
F_1871,West Bengal,Barley,Irrigated,Small/Marginal,76.09,52.93,1
F_1872,Madhya Pradesh,Millet,Irrigated,Small/Marginal,4.27,81.25,0
F_1873,Bihar,Cotton,Irrigated,Small/Marginal,86.47,32.25,0
F_1874,Assam,Soybean,Rain-fed,Small/Marginal,11.87,18.15,0
F_1875,Bihar,Rice,Rain-fed,Small/Marginal,17.19,54.19,0
F_1876,West Bengal,Jute,Rain-fed,Small/Marginal,47.65,66.37,0
F_1877,Maharashtra,Barley,Rain-fed,Small/Marginal,73.79,34.9,1
F_1878,Rajasthan,Cotton,Irrigated,Large,13.9,100.0,0
F_1879,Jharkhand,Mustard,Irrigated,Small/Marginal,44.01,21.78,0
F_1880,Jharkhand,Sugarcane,Rain-fed,Small/Marginal,48.29,45.45,0
F_1881,Madhya Pradesh,Jute,Irrigated,Small/Marginal,21.23,80.21,0
F_1882,Gujarat,Maize,Rain-fed,Small/Marginal,11.56,73.85,0
F_1883,Chhattisgarh,Soybean,Rain-fed,Small/Marginal,83.64,27.0,0
F_1884,Rajasthan,Tur,Rain-fed,Small/Marginal,50.25,50.81,1
F_1885,West Bengal,Cotton,Irrigated,Large,1.44,68.91,0
F_1886,Rajasthan,Gram,Rain-fed,Small/Marginal,80.3,23.21,0
F_1887,Tamil Nadu,Wheat,Irrigated,Small/Marginal,98.08,88.51,1
F_1888,Bihar,Gram,Irrigated,Small/Marginal,60.59,37.46,1
F_1889,Assam,Millet,Rain-fed,Large,50.37,29.3,0
F_1890,Gujarat,Gram,Rain-fed,Small/Marginal,87.84,38.56,1
F_1891,Bihar,Mustard,Irrigated,Large,95.25,46.17,1
F_1892,Assam,Millet,Rain-fed,Small/Marginal,75.45,25.15,0
F_1893,Assam,Barley,Irrigated,Large,44.55,70.22,0
F_1894,Odisha,Sugarcane,Irrigated,Large,59.22,79.66,1
F_1895,Maharashtra,Barley,Rain-fed,Small/Marginal,70.09,46.19,1
F_1896,Chhattisgarh,Wheat,Rain-fed,Small/Marginal,19.43,32.92,0
F_1897,Haryana,Rice,Irrigated,Small/Marginal,44.72,85.36,0
F_1898,Karnataka,Sugarcane,Irrigated,Small/Marginal,82.98,55.07,1
F_1899,Tamil Nadu,Gram,Rain-fed,Small/Marginal,65.47,20.17,0
F_1900,Bihar,Tur,Rain-fed,Small/Marginal,41.12,40.06,0
F_1901,Odisha,Groundnut,Rain-fed,Small/Marginal,66.34,67.54,0
F_1902,West Bengal,Rice,Irrigated,Small/Marginal,11.82,69.89,0
F_1903,Karnataka,Sugarcane,Irrigated,Large,40.15,98.03,1
F_1904,Andhra Pradesh,Sugarcane,Irrigated,Small/Marginal,79.31,68.83,1
F_1905,Assam,Wheat,Rain-fed,Small/Marginal,22.05,27.2,0
F_1906,Karnataka,Maize,Rain-fed,Small/Marginal,18.6,35.73,0
F_1907,Chhattisgarh,Gram,Irrigated,Large,95.08,83.23,1
F_1908,Bihar,Wheat,Rain-fed,Small/Marginal,20.99,21.13,0
F_1909,Chhattisgarh,Sugarcane,Rain-fed,Small/Marginal,26.09,15.37,0
F_1910,Punjab,Cotton,Rain-fed,Small/Marginal,96.96,62.41,0
F_1911,Bihar,Rice,Irrigated,Small/Marginal,73.47,45.44,1
F_1912,Chhattisgarh,Wheat,Irrigated,Small/Marginal,69.96,49.72,1
F_1913,Bihar,Maize,Rain-fed,Large,85.29,45.11,0
F_1914,Chhattisgarh,Moong,Rain-fed,Large,11.58,38.43,0
F_1915,West Bengal,Soybean,Irrigated,Small/Marginal,70.6,51.91,0
F_1916,Jharkhand,Barley,Irrigated,Large,50.37,74.05,1
F_1917,Assam,Sugarcane,Rain-fed,Small/Marginal,82.92,24.26,1
F_1918,Bihar,Gram,Rain-fed,Small/Marginal,50.81,18.22,0
F_1919,Odisha,Groundnut,Rain-fed,Large,62.02,57.37,0
F_1920,Rajasthan,Soybean,Irrigated,Small/Marginal,47.77,50.59,1
F_1921,Assam,Millet,Rain-fed,Large,47.82,53.74,1
F_1922,Uttar Pradesh,Tur,Rain-fed,Small/Marginal,76.8,74.54,1
F_1923,Odisha,Tur,Irrigated,Small/Marginal,62.86,83.96,0
F_1924,Madhya Pradesh,Jute,Irrigated,Small/Marginal,63.33,80.07,1
F_1925,Madhya Pradesh,Maize,Rain-fed,Small/Marginal,45.03,72.68,0
F_1926,Tamil Nadu,Groundnut,Irrigated,Small/Marginal,53.11,71.96,0
F_1927,Andhra Pradesh,Moong,Rain-fed,Large,74.57,72.83,0
F_1928,Maharashtra,Moong,Rain-fed,Small/Marginal,82.59,42.72,1
F_1929,Jharkhand,Jute,Rain-fed,Large,69.66,55.16,0
F_1930,Karnataka,Maize,Irrigated,Large,92.41,83.04,1
F_1931,Maharashtra,Gram,Rain-fed,Small/Marginal,82.03,40.79,0
F_1932,Odisha,Cotton,Irrigated,Small/Marginal,56.19,14.85,1
F_1933,Assam,Gram,Irrigated,Small/Marginal,67.14,46.42,0
F_1934,Andhra Pradesh,Barley,Irrigated,Small/Marginal,92.63,66.45,0
F_1935,Andhra Pradesh,Soybean,Irrigated,Large,61.92,96.96,1
F_1936,Bihar,Rice,Irrigated,Small/Marginal,82.48,75.73,0
F_1937,Rajasthan,Moong,Rain-fed,Small/Marginal,68.88,37.98,0
F_1938,Bihar,Tur,Rain-fed,Small/Marginal,55.19,17.75,1
F_1939,Madhya Pradesh,Maize,Irrigated,Small/Marginal,24.18,84.0,1
F_1940,Haryana,Gram,Rain-fed,Small/Marginal,42.6,71.41,0
F_1941,Maharashtra,Rice,Irrigated,Small/Marginal,96.77,61.8,1
F_1942,Madhya Pradesh,Barley,Irrigated,Small/Marginal,65.78,71.56,1
F_1943,Tamil Nadu,Sugarcane,Rain-fed,Small/Marginal,56.44,59.72,0
F_1944,Odisha,Millet,Irrigated,Small/Marginal,93.3,38.94,1
F_1945,Odisha,Soybean,Rain-fed,Small/Marginal,58.65,18.05,0
F_1946,Jharkhand,Barley,Rain-fed,Small/Marginal,52.61,10.42,0
F_1947,Jharkhand,Barley,Rain-fed,Large,75.93,53.27,1
F_1948,Tamil Nadu,Gram,Rain-fed,Small/Marginal,71.27,66.95,1
F_1949,Jharkhand,Cotton,Irrigated,Small/Marginal,19.32,56.94,0
F_1950,Karnataka,Jute,Irrigated,Small/Marginal,47.13,57.15,0
F_1951,Madhya Pradesh,Moong,Irrigated,Small/Marginal,47.25,58.95,0
F_1952,Gujarat,Millet,Rain-fed,Large,37.82,91.79,1
F_1953,Bihar,Soybean,Rain-fed,Small/Marginal,51.73,50.31,0
F_1954,Maharashtra,Sugarcane,Irrigated,Small/Marginal,41.31,66.33,0
F_1955,Bihar,Sugarcane,Rain-fed,Large,19.93,62.38,0
F_1956,Maharashtra,Wheat,Irrigated,Small/Marginal,41.24,63.15,1
F_1957,Chhattisgarh,Barley,Irrigated,Small/Marginal,7.23,67.37,0
F_1958,Assam,Maize,Irrigated,Small/Marginal,57.58,50.89,0
F_1959,Odisha,Cotton,Irrigated,Small/Marginal,85.37,52.41,1
F_1960,Haryana,Millet,Rain-fed,Small/Marginal,72.53,61.63,0
F_1961,Bihar,Gram,Irrigated,Small/Marginal,36.04,45.68,0
F_1962,Haryana,Sugarcane,Rain-fed,Large,8.71,82.19,0
F_1963,Bihar,Soybean,Irrigated,Large,20.21,86.95,0
F_1964,Uttar Pradesh,Wheat,Rain-fed,Small/Marginal,54.55,43.58,1
F_1965,Assam,Tur,Irrigated,Small/Marginal,20.71,46.65,0
F_1966,Tamil Nadu,Moong,Irrigated,Large,54.4,90.67,1
F_1967,Gujarat,Soybean,Rain-fed,Small/Marginal,23.16,67.69,0
F_1968,Assam,Cotton,Rain-fed,Large,84.89,62.53,0
F_1969,Maharashtra,Maize,Irrigated,Large,39.73,85.05,0
F_1970,Assam,Wheat,Rain-fed,Small/Marginal,24.56,30.96,0
F_1971,Odisha,Tur,Rain-fed,Small/Marginal,81.23,25.4,1
F_1972,Madhya Pradesh,Wheat,Rain-fed,Small/Marginal,34.28,54.54,0
F_1973,Jharkhand,Jute,Rain-fed,Small/Marginal,11.15,19.71,0
F_1974,Rajasthan,Millet,Irrigated,Large,57.04,85.52,0
F_1975,Odisha,Wheat,Rain-fed,Small/Marginal,58.16,1.83,1
F_1976,Bihar,Mustard,Rain-fed,Large,71.47,35.05,1
F_1977,Bihar,Jute,Rain-fed,Small/Marginal,24.02,54.39,0
F_1978,Assam,Jute,Rain-fed,Small/Marginal,44.38,20.1,0
F_1979,Odisha,Cotton,Rain-fed,Small/Marginal,28.24,46.23,0
F_1980,Karnataka,Mustard,Rain-fed,Small/Marginal,8.1,72.51,0
F_1981,Uttar Pradesh,Rice,Rain-fed,Small/Marginal,87.66,42.61,1
F_1982,Chhattisgarh,Soybean,Rain-fed,Small/Marginal,72.89,0.18,1
F_1983,Chhattisgarh,Moong,Irrigated,Large,30.15,41.45,0
F_1984,Maharashtra,Maize,Rain-fed,Small/Marginal,59.94,42.87,1
F_1985,Andhra Pradesh,Groundnut,Irrigated,Small/Marginal,20.13,98.34,1
F_1986,Gujarat,Soybean,Rain-fed,Small/Marginal,89.02,48.84,1
F_1987,Uttar Pradesh,Wheat,Rain-fed,Large,11.49,82.18,1
F_1988,Haryana,Maize,Irrigated,Small/Marginal,0.38,89.55,0
F_1989,Haryana,Sugarcane,Rain-fed,Small/Marginal,50.2,56.65,1
F_1990,Punjab,Rice,Irrigated,Large,58.31,96.14,1
F_1991,Assam,Sugarcane,Irrigated,Large,57.9,79.34,0
F_1992,Punjab,Mustard,Rain-fed,Small/Marginal,5.45,44.18,0
F_1993,Odisha,Sugarcane,Irrigated,Small/Marginal,31.4,46.18,0
F_1994,Chhattisgarh,Gram,Irrigated,Small/Marginal,49.92,49.38,0
F_1995,Bihar,Millet,Rain-fed,Small/Marginal,21.66,41.33,0
F_1996,Assam,Soybean,Rain-fed,Large,87.26,62.71,1
F_1997,Bihar,Groundnut,Rain-fed,Small/Marginal,8.71,47.84,0
F_1998,Andhra Pradesh,Gram,Irrigated,Large,48.74,87.0,1
F_1999,Madhya Pradesh,Cotton,Irrigated,Small/Marginal,69.14,73.17,0
F_2000,Haryana,Groundnut,Irrigated,Small/Marginal,26.18,32.67,0
F_2001,Assam,Sugarcane,Irrigated,Small/Marginal,62.42,37.36,0
F_2002,Bihar,Wheat,Rain-fed,Small/Marginal,82.94,18.66,0
F_2003,Karnataka,Tur,Rain-fed,Large,19.03,93.01,0
F_2004,Bihar,Rice,Irrigated,Large,91.72,71.17,1
F_2005,Tamil Nadu,Moong,Rain-fed,Small/Marginal,55.36,60.18,0
F_2006,Karnataka,Barley,Irrigated,Small/Marginal,29.92,64.56,0
F_2007,Assam,Groundnut,Rain-fed,Small/Marginal,43.09,37.48,0
F_2008,Assam,Moong,Rain-fed,Small/Marginal,31.22,38.62,0
F_2009,Karnataka,Moong,Irrigated,Small/Marginal,72.51,61.96,1
F_2010,Andhra Pradesh,Sugarcane,Irrigated,Small/Marginal,79.63,65.04,1
F_2011,Haryana,Rice,Rain-fed,Small/Marginal,83.29,51.75,0
F_2012,Andhra Pradesh,Maize,Irrigated,Large,98.58,95.44,1
F_2013,Punjab,Soybean,Rain-fed,Small/Marginal,79.13,37.63,0
F_2014,Gujarat,Moong,Irrigated,Small/Marginal,60.14,54.55,1
F_2015,Assam,Jute,Irrigated,Small/Marginal,33.92,41.88,0
F_2016,Rajasthan,Millet,Irrigated,Small/Marginal,54.46,86.45,0
F_2017,Uttar Pradesh,Rice,Irrigated,Small/Marginal,4.11,80.41,0
F_2018,Chhattisgarh,Wheat,Rain-fed,Large,74.48,40.59,0
F_2019,Odisha,Mustard,Rain-fed,Large,44.6,62.96,1
F_2020,Tamil Nadu,Wheat,Irrigated,Small/Marginal,2.0,58.35,0
F_2021,Jharkhand,Rice,Rain-fed,Small/Marginal,6.25,16.55,0
F_2022,Odisha,Wheat,Irrigated,Small/Marginal,38.75,54.34,0
F_2023,Maharashtra,Moong,Rain-fed,Large,58.34,67.68,0
F_2024,Bihar,Soybean,Irrigated,Small/Marginal,46.42,30.41,1
F_2025,Tamil Nadu,Wheat,Irrigated,Small/Marginal,61.92,70.54,1
F_2026,Haryana,Groundnut,Irrigated,Small/Marginal,48.03,60.16,0
F_2027,Uttar Pradesh,Jute,Rain-fed,Small/Marginal,66.17,29.36,0
F_2028,Madhya Pradesh,Wheat,Irrigated,Small/Marginal,21.91,63.6,0
F_2029,Karnataka,Jute,Rain-fed,Large,11.28,64.3,0
F_2030,Karnataka,Tur,Rain-fed,Small/Marginal,59.64,55.3,1
F_2031,Chhattisgarh,Sugarcane,Irrigated,Small/Marginal,48.47,75.0,1
F_2032,Rajasthan,Cotton,Irrigated,Small/Marginal,2.69,97.86,0
F_2033,Uttar Pradesh,Soybean,Irrigated,Large,38.05,100.0,0
F_2034,West Bengal,Moong,Rain-fed,Large,10.61,79.66,0
F_2035,Rajasthan,Cotton,Rain-fed,Small/Marginal,53.14,53.93,0
F_2036,Uttar Pradesh,Moong,Rain-fed,Large,39.58,85.26,0
F_2037,Maharashtra,Sugarcane,Rain-fed,Small/Marginal,61.32,36.33,1
F_2038,Rajasthan,Moong,Rain-fed,Small/Marginal,80.56,51.06,0
F_2039,Bihar,Tur,Irrigated,Small/Marginal,29.97,48.32,0
F_2040,Rajasthan,Soybean,Rain-fed,Small/Marginal,96.21,68.96,1
F_2041,Karnataka,Rice,Irrigated,Small/Marginal,53.56,48.0,1
F_2042,Tamil Nadu,Rice,Irrigated,Small/Marginal,61.83,100.0,1
F_2043,Madhya Pradesh,Jute,Irrigated,Small/Marginal,68.07,72.07,1
F_2044,Maharashtra,Sugarcane,Irrigated,Large,66.67,86.96,1
F_2045,West Bengal,Jute,Irrigated,Small/Marginal,51.1,66.86,1
F_2046,Maharashtra,Tur,Rain-fed,Small/Marginal,42.88,58.71,0
F_2047,Uttar Pradesh,Millet,Rain-fed,Small/Marginal,5.38,21.84,0
F_2048,Assam,Wheat,Rain-fed,Small/Marginal,2.21,23.77,0
F_2049,Punjab,Barley,Rain-fed,Small/Marginal,35.8,66.27,0
